1452019163972,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019164372,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019164741,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019165651,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019166409,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019167099,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019168326,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019169491,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019170981,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019171895,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019173047,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019174027,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019175307,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019175772,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019177104,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019177903,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019178989,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019179944,1,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019180728,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019181815,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019182438,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019183546,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019184807,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019185743,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019187092,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019187928,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019188725,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019189416,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019190475,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019191776,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019192811,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
