1452019144551,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019145506,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019147186,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019147545,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019148366,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019148844,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019149598,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019150206,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019151097,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019152169,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019153605,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019154588,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019155999,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019157642,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019158542,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019159625,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019160902,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019161448,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
1452019162632,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 7: http://192.168.1.4 :10000/simpleservice/greet,Thread Group 1-1,text,false,954,1,1,0
